user_id,subscription_id,monthly_revenue,join_date,lmp,country_id,age,gender_id,device_id
34,3,12,2022-05-25 00:00:00,2023-06-26 00:00:00,4,29,1,1
35,1,10,2023-04-11 00:00:00,2023-06-28 00:00:00,5,39,2,3
36,2,15,2022-03-01 00:00:00,2023-06-27 00:00:00,6,35,1,2
37,1,10,2022-09-14 00:00:00,2023-06-25 00:00:00,7,45,2,4
38,3,12,2021-11-05 00:00:00,2023-06-24 00:00:00,8,32,1,1
39,2,15,2022-12-28 00:00:00,2023-06-23 00:00:00,9,27,2,3
40,1,10,2023-03-07 00:00:00,2023-06-22 00:00:00,10,48,1,2
41,2,15,2023-01-20 00:00:00,2023-06-22 00:00:00,1,31,2,4
42,1,10,2022-06-15 00:00:00,2023-06-28 00:00:00,2,40,1,1
43,3,12,2022-02-07 00:00:00,2023-06-27 00:00:00,3,36,2,3
44,3,12,2022-04-26 00:00:00,2023-06-26 00:00:00,4,29,1,2
45,1,10,2023-01-28 00:00:00,2023-06-28 00:00:00,5,43,2,4
46,2,15,2022-02-23 00:00:00,2023-06-27 00:00:00,6,34,1,1
47,1,10,2022-10-05 00:00:00,2023-06-25 00:00:00,7,39,2,3
48,3,12,2021-09-15 00:00:00,2023-06-24 00:00:00,8,32,1,2
49,2,15,2022-11-10 00:00:00,2023-06-23 00:00:00,9,28,2,4
50,1,10,2023-06-02 00:00:00,2023-06-22 00:00:00,10,45,1,1
51,2,15,2023-02-27 00:00:00,2023-06-22 00:00:00,1,30,2,3
52,1,10,2022-08-29 00:00:00,2023-06-28 00:00:00,2,37,1,2
53,3,12,2022-01-13 00:00:00,2023-06-27 00:00:00,3,41,2,4
54,3,12,2022-06-30 00:00:00,2023-06-26 00:00:00,4,29,1,1
55,1,10,2023-04-20 00:00:00,2023-06-28 00:00:00,5,39,2,3
56,2,15,2022-03-15 00:00:00,2023-06-27 00:00:00,6,36,1,2
57,1,10,2022-10-01 00:00:00,2023-06-25 00:00:00,7,46,2,4
58,3,12,2021-10-08 00:00:00,2023-06-24 00:00:00,8,34,1,1
59,2,15,2022-12-03 00:00:00,2023-06-23 00:00:00,9,27,2,3
60,1,10,2023-06-14 00:00:00,2023-06-22 00:00:00,10,42,1,2
61,2,15,2023-02-08 00:00:00,2023-06-22 00:00:00,1,28,2,4
62,1,10,2022-08-03 00:00:00,2023-06-28 00:00:00,2,37,1,1
63,3,12,2022-02-23 00:00:00,2023-06-27 00:00:00,3,41,2,3
64,3,12,2022-06-20 00:00:00,2023-06-26 00:00:00,4,29,1,2
65,1,10,2023-03-29 00:00:00,2023-06-28 00:00:00,5,40,2,4
66,2,15,2022-01-30 00:00:00,2023-06-27 00:00:00,6,29,1,1
67,1,10,2022-09-18 00:00:00,2023-06-25 00:00:00,7,47,2,3
68,3,12,2021-11-09 00:00:00,2023-06-24 00:00:00,8,33,1,2
69,2,15,2022-12-23 00:00:00,2023-06-23 00:00:00,9,36,2,4
70,1,10,2023-05-08 00:00:00,2023-06-22 00:00:00,10,41,1,1
71,1,10,2022-01-26 00:00:00,2023-06-20 00:00:00,1,27,1,1
72,1,10,2022-10-11 00:00:00,2023-06-22 00:00:00,2,31,2,1
73,3,12,2022-09-27 00:00:00,2023-06-26 00:00:00,3,28,2,4
74,2,13,2022-12-14 00:00:00,2023-06-25 00:00:00,4,41,2,1
75,1,13,2022-05-28 00:00:00,2023-06-26 00:00:00,5,28,2,4
76,1,13,2021-12-29 00:00:00,2023-06-26 00:00:00,6,51,2,4
77,2,15,2022-12-25 00:00:00,2023-06-23 00:00:00,7,45,2,1
78,3,15,2022-11-18 00:00:00,2023-06-28 00:00:00,8,49,1,2
79,3,15,2022-12-03 00:00:00,2023-06-25 00:00:00,9,43,2,4
80,1,12,2022-11-08 00:00:00,2023-06-22 00:00:00,10,43,1,2
81,2,10,2023-01-11 00:00:00,2023-06-24 00:00:00,1,37,1,2
82,3,12,2022-12-07 00:00:00,2023-06-28 00:00:00,2,35,1,4
83,1,10,2022-10-20 00:00:00,2023-06-26 00:00:00,3,46,2,1
84,3,12,2023-04-13 00:00:00,2023-06-25 00:00:00,4,32,1,1
85,2,10,2023-04-06 00:00:00,2023-06-27 00:00:00,5,37,2,4
86,1,11,2022-03-04 00:00:00,2023-06-25 00:00:00,6,29,2,1
87,2,15,2021-12-28 00:00:00,2023-06-23 00:00:00,7,45,1,3
88,3,12,2022-09-27 00:00:00,2023-06-28 00:00:00,8,47,1,2
89,1,15,2022-10-20 00:00:00,2023-06-26 00:00:00,9,39,1,1
90,3,13,2023-02-03 00:00:00,2023-06-23 00:00:00,10,49,2,1
91,2,11,2022-10-03 00:00:00,2023-06-23 00:00:00,1,39,1,2
92,1,14,2022-01-05 00:00:00,2023-06-28 00:00:00,2,39,1,3
93,3,12,2022-02-05 00:00:00,2023-06-26 00:00:00,3,35,1,1
94,2,12,2022-03-19 00:00:00,2023-06-25 00:00:00,4,44,1,1
95,1,11,2022-02-28 00:00:00,2023-06-25 00:00:00,5,34,1,4
96,2,14,2022-07-26 00:00:00,2023-06-24 00:00:00,6,32,1,4
97,1,10,2022-03-05 00:00:00,2023-06-24 00:00:00,7,29,2,2
98,3,13,2022-03-07 00:00:00,2023-06-28 00:00:00,8,31,2,2
99,3,12,2023-01-13 00:00:00,2023-06-24 00:00:00,9,29,2,2
100,1,12,2023-01-22 00:00:00,2023-06-25 00:00:00,10,35,1,4
101,2,11,2022-10-17 00:00:00,2023-06-24 00:00:00,1,46,2,2
102,1,12,2022-03-29 00:00:00,2023-06-28 00:00:00,2,31,1,2
103,3,13,2022-04-04 00:00:00,2023-06-26 00:00:00,3,36,1,4
104,2,10,2022-06-08 00:00:00,2023-06-25 00:00:00,4,38,1,4
105,1,11,2022-03-04 00:00:00,2023-06-27 00:00:00,5,46,2,4
106,2,10,2022-03-18 00:00:00,2023-06-24 00:00:00,6,49,2,2
107,1,14,2022-03-07 00:00:00,2023-06-24 00:00:00,7,29,2,3
108,3,12,2022-05-24 00:00:00,2023-06-25 00:00:00,8,27,2,3
109,3,13,2023-02-08 00:00:00,2023-06-25 00:00:00,9,35,2,2
110,1,13,2023-01-26 00:00:00,2023-06-24 00:00:00,10,37,2,4
111,2,14,2022-07-14 00:00:00,2023-06-27 00:00:00,1,40,1,2
112,1,10,2022-06-01 00:00:00,2023-06-28 00:00:00,2,33,2,4
113,3,15,2022-05-07 00:00:00,2023-06-26 00:00:00,3,37,1,2
114,2,10,2022-11-18 00:00:00,2023-06-25 00:00:00,4,48,1,1
115,1,11,2022-04-05 00:00:00,2023-06-25 00:00:00,5,50,2,4
116,2,14,2022-05-19 00:00:00,2023-06-23 00:00:00,6,45,2,3
117,1,15,2021-10-30 00:00:00,2023-06-23 00:00:00,7,40,2,2
118,3,12,2022-08-07 00:00:00,2023-06-27 00:00:00,8,33,1,1
119,3,11,2022-09-20 00:00:00,2023-06-25 00:00:00,9,44,2,1
120,1,10,2022-10-18 00:00:00,2023-06-25 00:00:00,10,30,2,3
121,2,15,2022-10-03 00:00:00,2023-06-24 00:00:00,1,27,1,3
122,1,11,2022-05-03 00:00:00,2023-06-28 00:00:00,2,51,1,3
123,3,13,2022-05-25 00:00:00,2023-06-26 00:00:00,3,49,2,1
124,2,15,2022-11-05 00:00:00,2023-06-25 00:00:00,4,43,1,4
125,1,12,2022-08-21 00:00:00,2023-06-24 00:00:00,5,42,1,1
126,2,13,2022-09-21 00:00:00,2023-06-23 00:00:00,6,45,1,4
127,1,10,2021-11-23 00:00:00,2023-06-23 00:00:00,7,36,1,1
128,3,12,2022-10-06 00:00:00,2023-06-27 00:00:00,8,48,1,1
129,3,13,2022-11-05 00:00:00,2023-06-23 00:00:00,9,38,1,3
130,1,14,2023-01-07 00:00:00,2023-06-23 00:00:00,10,43,2,2
131,2,15,2022-10-06 00:00:00,2023-06-23 00:00:00,1,47,1,4
132,1,15,2022-06-24 00:00:00,2023-06-28 00:00:00,2,48,2,3
133,3,13,2022-06-24 00:00:00,2023-06-26 00:00:00,3,47,1,3
134,2,15,2022-11-05 00:00:00,2023-06-25 00:00:00,4,32,1,2
135,1,13,2022-07-18 00:00:00,2023-06-26 00:00:00,5,47,2,3
136,2,12,2022-09-13 00:00:00,2023-06-26 00:00:00,6,41,2,3
137,1,12,2022-08-10 00:00:00,2023-06-22 00:00:00,7,49,1,4
138,3,15,2022-09-21 00:00:00,2023-06-23 00:00:00,8,28,1,4
139,3,13,2023-03-24 00:00:00,2023-06-23 00:00:00,9,40,1,1
140,1,12,2022-05-02 00:00:00,2023-06-23 00:00:00,10,43,2,1
141,2,12,2022-05-11 00:00:00,2023-06-27 00:00:00,1,42,1,1
142,1,14,2022-06-10 00:00:00,2023-06-22 00:00:00,2,28,1,3
143,3,14,2022-08-31 00:00:00,2023-06-24 00:00:00,3,30,2,2
144,2,10,2022-08-17 00:00:00,2023-06-26 00:00:00,4,33,1,3
145,1,11,2022-05-05 00:00:00,2023-06-26 00:00:00,5,35,2,4
146,1,10,2022-10-06 00:00:00,2023-06-25 00:00:00,6,38,1,2
147,1,12,2022-11-08 00:00:00,2023-06-24 00:00:00,7,49,2,4
148,3,15,2022-11-27 00:00:00,2023-06-28 00:00:00,8,39,2,1
149,2,13,2022-11-17 00:00:00,2023-06-27 00:00:00,9,46,2,3
150,1,10,2022-12-15 00:00:00,2023-06-23 00:00:00,10,47,2,4
151,1,15,2022-12-12 00:00:00,2023-06-25 00:00:00,1,30,2,4
152,2,14,2022-11-23 00:00:00,2023-06-27 00:00:00,2,33,2,2
153,3,11,2022-12-25 00:00:00,2023-06-24 00:00:00,3,47,1,1
154,3,11,2023-03-11 00:00:00,2023-06-27 00:00:00,4,27,1,4
155,1,14,2022-11-18 00:00:00,2023-06-27 00:00:00,5,28,1,2
156,2,15,2022-08-19 00:00:00,2023-06-25 00:00:00,6,47,1,1
157,3,14,2022-09-27 00:00:00,2023-06-24 00:00:00,7,30,1,4
158,1,13,2022-10-19 00:00:00,2023-06-28 00:00:00,8,47,2,1
159,3,10,2022-12-21 00:00:00,2023-06-26 00:00:00,9,51,2,3
160,2,15,2022-10-27 00:00:00,2023-06-25 00:00:00,10,39,1,1
161,1,10,2022-10-23 00:00:00,2023-06-24 00:00:00,1,45,1,2
162,2,15,2022-04-19 00:00:00,2023-06-25 00:00:00,2,31,1,4
163,3,11,2022-04-05 00:00:00,2023-06-26 00:00:00,3,29,1,4
164,1,11,2022-03-11 00:00:00,2023-06-26 00:00:00,4,42,2,2
165,3,14,2022-05-25 00:00:00,2023-06-25 00:00:00,5,49,1,2
166,2,13,2022-04-16 00:00:00,2023-06-26 00:00:00,6,42,1,4
167,1,13,2022-04-07 00:00:00,2023-06-24 00:00:00,7,29,1,1
168,3,10,2022-12-11 00:00:00,2023-06-28 00:00:00,8,29,1,2
169,2,12,2023-01-20 00:00:00,2023-06-26 00:00:00,9,49,1,2
170,1,14,2023-01-12 00:00:00,2023-06-25 00:00:00,10,32,1,4
171,2,11,2022-04-29 00:00:00,2023-06-24 00:00:00,1,35,2,2
172,1,12,2022-04-27 00:00:00,2023-06-26 00:00:00,2,39,2,1
173,3,15,2022-06-03 00:00:00,2023-06-25 00:00:00,3,40,1,1
174,3,14,2022-04-23 00:00:00,2023-06-25 00:00:00,4,39,2,2
175,1,10,2022-04-22 00:00:00,2023-06-26 00:00:00,5,47,2,4
176,2,13,2022-04-12 00:00:00,2023-06-25 00:00:00,6,37,2,3
177,1,15,2022-05-23 00:00:00,2023-06-26 00:00:00,7,27,2,1
178,3,13,2022-10-19 00:00:00,2023-06-26 00:00:00,8,49,2,4
179,2,10,2022-12-03 00:00:00,2023-06-26 00:00:00,9,30,2,2
180,1,14,2022-09-26 00:00:00,2023-06-25 00:00:00,10,36,1,4
181,2,15,2022-06-16 00:00:00,2023-06-27 00:00:00,1,33,1,1
182,1,13,2022-05-16 00:00:00,2023-06-25 00:00:00,2,30,2,4
183,3,15,2022-05-26 00:00:00,2023-06-26 00:00:00,3,36,2,2
184,3,13,2022-04-26 00:00:00,2023-06-25 00:00:00,4,28,2,4
185,1,11,2022-05-12 00:00:00,2023-06-25 00:00:00,5,47,2,2
186,2,12,2022-03-01 00:00:00,2023-06-25 00:00:00,6,33,2,3
187,1,13,2022-07-10 00:00:00,2023-06-24 00:00:00,7,49,2,4
188,3,15,2022-07-16 00:00:00,2023-06-27 00:00:00,8,44,2,3
189,2,13,2022-09-02 00:00:00,2023-06-26 00:00:00,9,47,1,3
190,1,11,2022-09-18 00:00:00,2023-06-26 00:00:00,10,37,2,2
191,2,10,2022-07-08 00:00:00,2023-06-25 00:00:00,1,46,1,4
192,1,14,2022-06-26 00:00:00,2023-06-27 00:00:00,2,50,2,1
193,3,11,2022-08-05 00:00:00,2023-06-25 00:00:00,3,50,1,4
194,3,14,2022-08-19 00:00:00,2023-06-27 00:00:00,4,37,1,4
195,1,11,2022-08-26 00:00:00,2023-06-24 00:00:00,5,50,2,1
196,2,13,2022-06-09 00:00:00,2023-06-24 00:00:00,6,45,2,3
197,1,14,2022-09-27 00:00:00,2023-06-23 00:00:00,7,45,1,2
198,3,10,2022-10-18 00:00:00,2023-06-27 00:00:00,8,49,2,4
199,2,14,2022-10-31 00:00:00,2023-06-25 00:00:00,9,39,2,2
200,1,11,2022-10-13 00:00:00,2023-06-25 00:00:00,10,45,2,2
201,2,11,2022-07-04 00:00:00,2023-06-27 00:00:00,1,49,2,3
202,1,12,2022-06-26 00:00:00,2023-06-27 00:00:00,2,31,2,2
203,3,13,2022-07-31 00:00:00,2023-06-24 00:00:00,3,42,2,3
204,3,12,2022-07-27 00:00:00,2023-06-24 00:00:00,4,37,1,1
205,1,12,2022-07-30 00:00:00,2023-06-25 00:00:00,5,30,1,3
206,2,11,2022-08-06 00:00:00,2023-06-25 00:00:00,6,40,1,1
207,1,15,2022-09-16 00:00:00,2023-06-24 00:00:00,7,45,2,1
208,3,15,2023-01-05 00:00:00,2023-06-23 00:00:00,8,36,2,2
209,2,11,2022-12-10 00:00:00,2023-06-24 00:00:00,9,41,1,4
210,1,14,2022-11-22 00:00:00,2023-06-26 00:00:00,10,49,2,4
211,2,15,2022-11-15 00:00:00,2023-06-27 00:00:00,1,40,1,2
212,1,11,2022-10-28 00:00:00,2023-06-26 00:00:00,2,36,1,3
213,3,12,2022-09-08 00:00:00,2023-06-24 00:00:00,3,49,2,3
214,3,13,2022-06-30 00:00:00,2023-06-28 00:00:00,4,43,2,4
215,1,13,2022-09-02 00:00:00,2023-06-27 00:00:00,5,50,2,1
216,2,14,2022-10-08 00:00:00,2023-06-24 00:00:00,6,51,2,3
217,1,15,2022-11-13 00:00:00,2023-06-25 00:00:00,7,44,1,3
218,3,12,2022-11-15 00:00:00,2023-06-28 00:00:00,8,27,1,2
219,2,12,2022-11-16 00:00:00,2023-06-25 00:00:00,9,46,2,1
220,1,12,2022-11-26 00:00:00,2023-06-27 00:00:00,10,29,1,2
221,1,12,2022-11-26 00:00:00,2023-06-25 00:00:00,1,47,1,1
222,1,10,2022-12-12 00:00:00,2023-06-26 00:00:00,2,48,2,1
223,3,12,2023-01-08 00:00:00,2023-06-25 00:00:00,3,34,2,1
224,2,15,2022-11-27 00:00:00,2023-06-29 00:00:00,4,40,2,1
225,1,14,2022-10-11 00:00:00,2023-06-27 00:00:00,5,48,2,1
226,1,10,2022-09-27 00:00:00,2023-06-26 00:00:00,6,35,1,1
227,2,12,2022-09-30 00:00:00,2023-06-24 00:00:00,7,51,2,1
228,3,10,2022-11-04 00:00:00,2023-06-27 00:00:00,8,39,1,3
229,3,13,2022-11-04 00:00:00,2023-06-27 00:00:00,9,29,1,1
230,1,12,2022-10-30 00:00:00,2023-06-26 00:00:00,10,51,1,4
231,2,11,2022-10-29 00:00:00,2023-06-24 00:00:00,1,43,1,1
232,3,11,2022-08-30 00:00:00,2023-06-27 00:00:00,2,28,1,1
233,1,15,2022-07-07 00:00:00,2023-06-26 00:00:00,3,50,2,3
234,3,14,2022-05-26 00:00:00,2023-06-27 00:00:00,4,44,2,4
235,2,11,2022-05-17 00:00:00,2023-06-25 00:00:00,5,50,1,4
236,1,11,2022-05-08 00:00:00,2023-06-26 00:00:00,6,39,2,1
237,2,13,2022-07-07 00:00:00,2023-06-25 00:00:00,7,46,2,2
238,3,15,2022-07-17 00:00:00,2023-06-28 00:00:00,8,48,1,1
239,1,15,2022-12-23 00:00:00,2023-06-26 00:00:00,9,38,1,3
240,3,13,2022-06-27 00:00:00,2023-06-26 00:00:00,10,38,1,1
241,2,13,2022-05-31 00:00:00,2023-06-27 00:00:00,1,47,1,4
242,1,12,2022-06-02 00:00:00,2023-06-26 00:00:00,2,37,1,4
243,3,11,2022-05-25 00:00:00,2023-06-27 00:00:00,3,33,1,4
244,2,15,2022-04-26 00:00:00,2023-06-26 00:00:00,4,28,1,1
245,1,13,2022-04-20 00:00:00,2023-06-26 00:00:00,5,47,1,3
246,2,11,2022-05-03 00:00:00,2023-06-25 00:00:00,6,38,2,1
247,1,12,2022-07-07 00:00:00,2023-06-27 00:00:00,7,27,1,3
248,3,13,2022-09-15 00:00:00,2023-06-26 00:00:00,8,34,1,1
249,3,14,2022-09-16 00:00:00,2023-06-27 00:00:00,9,42,2,1
250,1,14,2022-08-09 00:00:00,2023-06-26 00:00:00,10,28,1,4
251,2,15,2022-06-25 00:00:00,2023-06-27 00:00:00,1,30,1,4
252,1,11,2022-05-30 00:00:00,2023-06-26 00:00:00,2,38,2,1
253,3,15,2022-05-21 00:00:00,2023-06-25 00:00:00,3,45,2,2
254,2,12,2022-05-20 00:00:00,2023-06-27 00:00:00,4,48,2,3
255,1,13,2022-05-20 00:00:00,2023-06-26 00:00:00,5,46,2,3
256,2,12,2022-05-30 00:00:00,2023-06-26 00:00:00,6,34,1,2
257,1,13,2022-06-17 00:00:00,2023-06-25 00:00:00,7,46,1,4
258,3,11,2022-07-16 00:00:00,2023-06-28 00:00:00,8,41,2,1
259,3,15,2022-08-05 00:00:00,2023-06-26 00:00:00,9,28,1,1
260,1,10,2022-07-17 00:00:00,2023-06-26 00:00:00,10,27,2,1
261,2,13,2022-07-04 00:00:00,2023-06-25 00:00:00,1,27,2,3
262,1,12,2022-07-13 00:00:00,2023-06-26 00:00:00,2,28,2,2
263,3,15,2022-07-25 00:00:00,2023-06-24 00:00:00,3,46,1,1
264,2,10,2022-08-09 00:00:00,2023-06-27 00:00:00,4,51,1,1
265,1,11,2022-08-05 00:00:00,2023-06-25 00:00:00,5,32,2,3
266,2,10,2022-08-17 00:00:00,2023-06-26 00:00:00,6,44,1,2
267,1,11,2022-09-08 00:00:00,2023-06-27 00:00:00,7,44,2,4
268,3,13,2022-10-16 00:00:00,2023-06-28 00:00:00,8,34,2,3
269,3,13,2022-10-15 00:00:00,2023-06-25 00:00:00,9,29,2,4
270,1,12,2022-09-04 00:00:00,2023-06-25 00:00:00,10,47,1,3
271,2,14,2022-08-20 00:00:00,2023-06-26 00:00:00,1,41,1,4
272,1,10,2022-08-10 00:00:00,2023-06-26 00:00:00,2,36,2,1
273,3,12,2022-08-02 00:00:00,2023-06-25 00:00:00,3,28,2,4
274,2,10,2022-08-01 00:00:00,2023-06-24 00:00:00,4,27,2,2
275,1,15,2022-08-06 00:00:00,2023-06-25 00:00:00,5,34,2,4
276,2,14,2022-08-09 00:00:00,2023-06-25 00:00:00,6,34,2,3
277,1,13,2022-09-12 00:00:00,2023-06-26 00:00:00,7,37,2,2
278,3,14,2022-09-27 00:00:00,2023-06-26 00:00:00,8,34,2,4
279,3,15,2022-11-12 00:00:00,2023-06-24 00:00:00,9,50,2,4
280,1,12,2022-11-13 00:00:00,2023-06-27 00:00:00,10,34,2,4
281,2,12,2022-11-02 00:00:00,2023-06-28 00:00:00,1,33,2,3
282,1,11,2022-10-30 00:00:00,2023-06-25 00:00:00,2,33,1,3
283,3,15,2022-06-30 00:00:00,2023-06-26 00:00:00,3,46,1,1
284,2,14,2022-08-04 00:00:00,2023-06-28 00:00:00,4,39,2,1
285,1,10,2022-09-01 00:00:00,2023-06-27 00:00:00,5,42,2,4
286,2,14,2022-10-14 00:00:00,2023-06-27 00:00:00,6,50,2,4
287,1,10,2022-10-16 00:00:00,2023-06-26 00:00:00,7,43,1,1
288,3,14,2022-10-20 00:00:00,2023-06-28 00:00:00,8,51,1,3
289,3,15,2022-11-20 00:00:00,2023-06-25 00:00:00,9,34,2,3
290,1,12,2022-11-25 00:00:00,2023-06-30 00:00:00,10,48,1,1
291,2,13,2022-12-04 00:00:00,2023-06-27 00:00:00,1,29,2,2
292,1,11,2022-12-12 00:00:00,2023-06-27 00:00:00,2,43,2,4
293,3,14,2022-12-09 00:00:00,2023-06-25 00:00:00,3,39,2,4
294,2,10,2022-10-15 00:00:00,2023-06-29 00:00:00,4,50,1,4
295,1,14,2022-10-03 00:00:00,2023-06-27 00:00:00,5,45,1,4
296,1,12,2022-10-01 00:00:00,2023-06-27 00:00:00,6,48,2,2
297,1,13,2022-11-02 00:00:00,2023-06-24 00:00:00,7,40,1,1
298,3,14,2022-11-03 00:00:00,2023-06-27 00:00:00,8,41,1,2
299,2,10,2022-10-30 00:00:00,2023-06-27 00:00:00,9,27,1,1
300,1,11,2022-10-30 00:00:00,2023-06-28 00:00:00,10,36,1,4
301,1,10,2022-09-27 00:00:00,2023-06-24 00:00:00,1,36,2,4
302,2,11,2022-09-14 00:00:00,2023-06-27 00:00:00,2,44,1,2
303,3,12,2022-06-11 00:00:00,2023-06-26 00:00:00,3,45,1,2
304,3,12,2022-06-11 00:00:00,2023-06-29 00:00:00,4,33,2,1
305,1,13,2022-05-24 00:00:00,2023-06-26 00:00:00,5,47,1,3
306,2,13,2022-07-06 00:00:00,2023-06-27 00:00:00,6,45,1,2
307,3,11,2022-07-08 00:00:00,2023-06-28 00:00:00,7,29,2,3
308,1,13,2022-10-27 00:00:00,2023-06-27 00:00:00,8,31,1,3
309,3,11,2022-08-09 00:00:00,2023-06-28 00:00:00,9,31,1,1
310,2,15,2022-06-14 00:00:00,2023-06-26 00:00:00,10,49,2,1
311,1,15,2022-06-07 00:00:00,2023-06-27 00:00:00,1,29,2,1
312,2,12,2022-05-27 00:00:00,2023-06-26 00:00:00,2,50,1,4
313,3,13,2022-05-27 00:00:00,2023-06-27 00:00:00,3,36,2,4
314,1,10,2022-04-21 00:00:00,2023-06-26 00:00:00,4,28,1,4
315,3,15,2022-04-28 00:00:00,2023-06-27 00:00:00,5,47,2,3
316,2,12,2022-05-27 00:00:00,2023-06-25 00:00:00,6,50,2,4
317,1,15,2022-08-25 00:00:00,2023-06-28 00:00:00,7,44,2,2
318,3,10,2022-09-02 00:00:00,2023-06-27 00:00:00,8,39,2,4
319,2,14,2022-08-22 00:00:00,2023-06-26 00:00:00,9,32,2,1
320,1,15,2022-08-02 00:00:00,2023-06-27 00:00:00,10,30,2,4
321,2,12,2022-06-22 00:00:00,2023-06-27 00:00:00,1,33,2,1
322,1,15,2022-06-04 00:00:00,2023-06-27 00:00:00,2,44,1,1
323,3,14,2022-05-31 00:00:00,2023-06-26 00:00:00,3,40,1,1
324,3,15,2022-05-22 00:00:00,2023-06-27 00:00:00,4,32,1,2
325,1,13,2022-05-29 00:00:00,2023-06-27 00:00:00,5,32,1,2
326,2,11,2022-06-11 00:00:00,2023-06-27 00:00:00,6,30,1,1
327,1,12,2022-07-06 00:00:00,2023-06-26 00:00:00,7,32,2,1
328,3,12,2022-07-26 00:00:00,2023-06-27 00:00:00,8,45,2,2
329,2,11,2022-07-22 00:00:00,2023-06-25 00:00:00,9,35,2,3
330,1,10,2022-07-06 00:00:00,2023-06-26 00:00:00,10,40,2,3
331,2,14,2022-07-08 00:00:00,2023-06-26 00:00:00,1,29,2,2
332,1,14,2022-07-22 00:00:00,2023-06-26 00:00:00,2,31,1,2
333,3,15,2022-07-24 00:00:00,2023-06-27 00:00:00,3,43,2,3
334,3,11,2022-07-28 00:00:00,2023-06-28 00:00:00,4,34,1,3
335,1,10,2022-08-11 00:00:00,2023-06-25 00:00:00,5,47,2,2
336,2,12,2022-09-02 00:00:00,2023-06-26 00:00:00,6,35,1,4
337,1,13,2022-10-11 00:00:00,2023-06-27 00:00:00,7,36,1,4
338,3,12,2022-10-15 00:00:00,2023-06-27 00:00:00,8,33,1,2
339,2,13,2022-10-05 00:00:00,2023-06-25 00:00:00,9,30,2,4
340,1,14,2022-09-13 00:00:00,2023-06-25 00:00:00,10,44,2,1
341,2,13,2022-08-24 00:00:00,2023-06-26 00:00:00,1,44,2,4
342,1,11,2022-08-09 00:00:00,2023-06-26 00:00:00,2,41,2,4
343,3,13,2022-08-06 00:00:00,2023-06-25 00:00:00,3,46,1,3
344,3,13,2022-08-07 00:00:00,2023-06-26 00:00:00,4,42,2,1
345,1,10,2022-08-08 00:00:00,2023-06-25 00:00:00,5,48,2,3
346,2,15,2022-08-31 00:00:00,2023-06-26 00:00:00,6,37,1,2
347,1,14,2022-09-21 00:00:00,2023-06-28 00:00:00,7,29,1,1
